caseid,hh_size,age,sex,race,hispanic,married,gen_health,educ_level,emp_status,worker_class,industry,spouse_emp,num_children,well_rested,life_satisfaction,leisure_min,work_min
20210302210679,2,70,F,White,0,1,Very Good,Bachelors,Employed,Government,Management & Education,Not Employed,0,Very,10,228,0
20210302210683,4,46,M,White,0,1,Very Good,Masters,Employed,Private,Manufacturing- Durable Goods,Employed,2,A Little,6,25,515
20210302210688,3,40,F,White,0,0,Poor,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,5,530,0
20210302210690,5,39,F,White,0,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,1,Somewhat,8,210,0
20210302210696,2,33,M,White,0,1,Good,Bachelors,Unemployed,Not Applicable,Other Services,Employed,0,Somewhat,5,212,0
20210302210698,1,68,F,White,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,5,770,0
20210302210703,4,52,F,Asian/Pacific Islander,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,1,Somewhat,10,360,0
20210302210705,4,35,F,White,0,1,Very Good,Bachelors,Employed,Private,"Agriculture, Mining, Construction",Employed,2,Not at all,7,160,630
20210302210708,2,50,F,Black,0,0,Good,Bachelors,Employed,Government,Other Services,Not Applicable,1,Very,6,75,480
20210302210710,1,28,F,White,1,0,Good,Some College,Employed,Private,Accomodation & Food Services,Not Applicable,0,Very,6,361,0
20210302210713,2,42,M,Black,0,0,Fair,Some College,Employed,Private,Management & Education,Not Applicable,0,A Little,3,495,15
20210302210718,1,71,M,White,0,0,Excellent,Middle,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,385,0
20210302210722,2,75,M,Black,0,1,Good,HS Graduate,Employed,Self-Employed,"Agriculture, Mining, Construction",Employed,0,Very,6,475,0
20210302210725,3,72,M,Asian/Pacific Islander,0,1,Fair,Elementary,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,375,0
20210302210728,1,38,F,White,0,0,Very Good,HS Graduate,Employed,Private,Health Care & Social Services,Not Applicable,0,Very,6,210,350
20210302210731,1,76,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,432,0
20210302210736,1,80,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,455,0
20210302210737,5,80,M,White,1,0,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,6,713,0
20210302210748,4,60,M,White,0,1,Good,Bachelors,Employed,Private,Real Estate,Not Employed,1,A Little,6,300,0
20210302210749,5,37,M,White,0,1,Very Good,HS Graduate,Employed,Government,Other Services,Employed,2,Somewhat,7,80,585
20210302210753,3,39,F,White,0,1,Good,Bachelors,Employed,Government,Health Care & Social Services,Employed,1,Not at all,7,118,285
20210302210756,1,28,M,White,0,0,Very Good,Some College,Employed,Private,Other Services,Not Applicable,0,Very,2,375,0
20210302210763,2,71,F,White,0,1,Good,Professional/PhD,Employed,Private,Management & Education,Employed,0,Very,7,435,15
20210302210764,2,35,F,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Somewhat,7,90,0
20210302210767,5,69,F,Black,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,8,475,0
20210302210770,2,26,F,White,0,0,Very Good,Some College,Employed,Private,Health Care & Social Services,Employed,0,Not at all,3,180,489
20210302210783,5,32,F,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,4,Very,5,535,0
20210302210798,1,28,F,Black,0,0,Very Good,Masters,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,Somewhat,5,521,0
20210302210802,2,61,M,White,0,1,Good,Bachelors,Unemployed,Not Applicable,Other Services,Employed,0,Very,9,168,0
20210302210805,1,80,F,Black,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,7,620,0
20210302210811,1,41,M,White,0,0,Excellent,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,7,0,475
20210302210812,1,72,F,White,0,0,Very Good,HS Graduate,Unemployed,Not Applicable,Other Services,Not Applicable,0,Somewhat,9,240,0
20210302210819,2,69,M,White,0,1,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,9,415,60
20210302210821,4,42,M,Black,0,1,Fair,Masters,Employed,Government,Management & Education,Employed,2,A Little,8,170,255
20210302210822,2,73,M,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,870,0
20210302210825,3,23,F,Asian/Pacific Islander,0,0,Good,HS Graduate,Employed,Private,Other Services,Not Applicable,0,Somewhat,6,100,0
20210302210826,2,40,M,White,0,1,Good,Masters,Employed,Private,Real Estate,Employed,0,A Little,8,195,555
20210302210827,2,48,M,White,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,9,740,20
20210302210837,4,42,F,White,0,1,Very Good,Bachelors,Employed,Government,Management & Education,Employed,2,Somewhat,9,90,470
20210302210839,6,16,F,White,1,0,Very Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,5,305,0
20210302210842,2,62,M,White,1,1,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,650,0
20210302210846,2,32,F,White,0,1,Very Good,Some College,Employed,Private,Finance & Insurance,Employed,0,Somewhat,4,210,465
20210302210865,2,53,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,0,Somewhat,6,435,0
20210302210871,2,71,F,White,0,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,311,0
20210302210876,1,59,M,Asian/Pacific Islander,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,5,639,0
20210302210879,1,85,M,White,0,0,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,330,0
20210302210880,2,74,F,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Somewhat,10,255,0
20210302210881,2,51,F,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,660,0
20210302210888,2,36,M,White,0,1,Excellent,Bachelors,Employed,Private,Real Estate,Employed,0,Very,8,345,510
20210302210897,1,68,F,White,0,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,780,0
20210302210899,4,33,F,White,0,0,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,2,Somewhat,8,55,0
20210302210902,5,30,F,White,1,1,Excellent,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,3,Somewhat,8,360,0
20210302210915,2,36,F,White,0,0,Poor,Some College,Employed,Self-Employed,Health Care & Social Services,Not Employed,0,Not at all,7,0,1085
20210302210916,2,40,F,Black,0,0,Good,HS Graduate,Employed,Private,Health Care & Social Services,Not Applicable,1,Somewhat,6,160,475
20210302210923,2,63,M,White,0,1,Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Employed,0,A Little,5,90,0
20210302210926,2,65,M,White,0,1,Fair,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,9,635,0
20210302210927,1,63,F,Black,0,0,Very Good,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,8,580,0
20210302210934,5,46,M,White,0,1,Excellent,Masters,Employed,Private,Manufacturing- Durable Goods,Not Employed,3,Somewhat,10,0,635
20210302210948,2,41,F,Asian/Pacific Islander,0,0,Very Good,Professional/PhD,Employed,Private,Health Care & Social Services,Not Applicable,1,Very,8,400,0
20210302210949,2,44,F,Asian/Pacific Islander,0,0,Very Good,HS Graduate,Employed,Private,Accomodation & Food Services,Not Applicable,1,Somewhat,7,490,120
20210302210951,2,61,M,Black,0,1,Excellent,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,630,0
20210302210952,1,75,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,5,135,0
20210302210954,2,85,M,White,0,1,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,814,0
20210302210955,2,30,M,White,0,0,Very Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,10,480,0
20210302210966,2,62,F,White,0,1,Good,Some College,Employed,Private,Health Care & Social Services,Not Employed,0,Somewhat,8,550,0
20210302210967,5,59,F,White,0,1,Poor,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,1,Not at all,2,227,0
20210302210980,6,26,F,White,0,0,Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,A Little,4,90,0
20210302210985,4,40,M,White,0,1,Very Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Not Employed,1,A Little,7,0,620
20210302210988,2,61,F,White,0,1,Excellent,Professional/PhD,Employed,Private,Management & Education,Employed,0,Somewhat,9,120,690
20210302210993,8,30,F,White,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,6,Somewhat,9,210,0
20210302210995,3,48,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,1,Somewhat,8,85,0
20210302211003,1,43,M,White,1,0,Fair,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,A Little,5,0,525
20210302211004,2,70,F,Black,0,0,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,864,0
20210302211005,2,65,F,White,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,4,375,0
20210302211006,1,42,F,White,0,0,Good,Bachelors,Employed,Self-Employed,Real Estate,Not Applicable,0,Somewhat,6,175,420
20210302211007,1,80,F,White,0,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,9,510,0
20210302211008,2,52,F,Black,0,0,Good,Some College,Employed,Government,Other Services,Not Applicable,0,Very,10,175,655
20210302211009,2,61,F,Black,0,1,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Very,8,210,0
20210302211015,1,58,M,White,0,0,Very Good,Some College,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,Somewhat,9,175,615
20210302211018,2,26,F,White,1,1,Very Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,1,Somewhat,8,255,0
20210302211020,2,26,M,White,0,0,Very Good,Bachelors,Employed,Private,Finance & Insurance,Not Employed,0,Very,10,392,0
20210302211021,3,53,F,Black,0,1,Very Good,HS Graduate,Employed,Private,Health Care & Social Services,Employed,0,Somewhat,6,30,475
20210302211023,3,33,M,White,0,1,Good,Professional/PhD,Employed,Government,Other Services,Not Employed,1,A Little,9,105,480
20210302211025,1,49,M,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,612,0
20210302211027,1,64,M,Black,0,0,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,5,605,0
20210302211034,3,78,F,White,1,1,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,A Little,7,215,0
20210302211036,2,33,F,White,1,0,Fair,Bachelors,Employed,Government,Other Services,Not Applicable,1,Somewhat,9,135,480
20210302211038,2,67,F,White,0,1,Good,Some College,Employed,Self-Employed,"Agriculture, Mining, Construction",Employed,0,Very,7,99,420
20210302211040,2,61,F,White,0,1,Very Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Employed,0,Very,8,253,375
20210302211048,5,40,M,Asian/Pacific Islander,0,1,Very Good,Masters,Employed,Private,Finance & Insurance,Employed,3,Somewhat,9,150,430
20210302211060,4,55,F,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,2,Very,5,833,0
20210302211061,4,47,F,White,0,1,Excellent,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,2,Very,6,448,0
20210302211062,4,50,F,Black,0,1,Excellent,Middle,Employed,Private,Accomodation & Food Services,Not Employed,2,Very,6,250,540
20210302211063,1,70,M,White,0,0,Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,6,240,0
20210302211065,2,44,F,White,1,0,Fair,HS Graduate,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Employed,0,A Little,1,460,305
20210302211074,2,65,F,White,0,1,Very Good,Some College,Employed,Private,Real Estate,Employed,0,Very,9,390,0
20210302211076,6,63,M,White,1,1,Poor,Elementary,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,A Little,1,497,0
20210302211077,2,55,F,White,0,1,Good,HS Graduate,Unemployed,Not Applicable,Other Services,Employed,0,Very,8,480,0
20210302211090,1,80,F,White,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,435,0
20210302211094,2,80,M,White,0,1,Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,7,610,0
20210302211095,4,37,M,White,0,0,Good,Bachelors,Employed,Private,Management & Education,Employed,0,Somewhat,7,228,490
20210302211100,1,48,F,White,0,0,Good,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,Very,8,306,0
20210302211101,2,43,F,White,0,0,Good,Professional/PhD,Employed,Private,Health Care & Social Services,Not Applicable,1,Very,8,180,0
20210302211108,3,43,F,White,0,1,Excellent,Masters,Employed,Private,Management & Education,Employed,1,Somewhat,8,370,0
20210302211116,4,67,F,White,0,1,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Employed,0,A Little,7,230,0
20210302211124,1,64,F,White,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,250,0
20210302211125,1,60,M,White,0,0,Good,Bachelors,Employed,Self-Employed,Real Estate,Not Applicable,0,Very,7,265,475
20210302211135,3,44,M,White,0,0,Very Good,Some College,Employed,Private,Real Estate,Not Applicable,1,Very,7,0,505
20210302211139,2,75,M,White,0,1,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,120,0
20210302211143,1,40,F,White,0,0,Excellent,HS Graduate,Employed,Private,Other Services,Not Applicable,0,Very,7,98,510
20210302211158,2,58,F,White,0,1,Very Good,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Employed,0,Somewhat,10,360,0
20210302211159,4,31,M,White,0,1,Very Good,Bachelors,Employed,Government,Real Estate,Not Employed,2,A Little,8,240,0
20210302211160,2,80,M,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,430,0
20210302211164,2,63,M,White,0,1,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,9,519,0
20210302211167,1,80,F,White,0,0,Very Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,9,850,0
20210302211168,4,42,F,Black,0,1,Good,Bachelors,Employed,Government,Other Services,Employed,2,A Little,7,365,0
20210302211170,3,59,F,White,0,0,Very Good,Masters,Employed,Private,Health Care & Social Services,Not Applicable,0,A Little,6,0,1120
20210302211173,2,80,M,White,0,1,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,733,0
20210302211175,3,66,M,Asian/Pacific Islander,0,1,Fair,Some College,Employed,Government,Manufacturing- Non-Durable Goods,Employed,1,Very,6,225,0
20210302211183,2,70,M,White,0,1,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,5,330,0
20210302211184,4,34,F,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,2,Not at all,8,210,0
20210302211186,4,41,F,American Indian/Alaskan Native,1,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,2,Very,9,195,0
20210302211193,4,49,F,White,0,1,Good,Some HS,Employed,Self-Employed,Health Care & Social Services,Employed,1,A Little,8,541,0
20210302211195,2,77,M,White,0,1,Excellent,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,9,196,0
20210302211200,6,49,M,White,0,1,Excellent,Bachelors,Employed,Private,Manufacturing- Durable Goods,Employed,4,Very,10,60,644
20210302211205,1,38,F,White,0,0,Fair,Bachelors,Unemployed,Not Applicable,Other Services,Not Applicable,0,Somewhat,3,610,20
20210302211214,3,78,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,9,242,0
20210302211216,2,69,M,White,0,1,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,400,0
20210302211221,3,77,F,Asian/Pacific Islander,0,0,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,570,0
20210302211228,6,38,F,White,0,1,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,4,Very,10,30,0
20210302211232,4,34,F,White,0,1,Very Good,Bachelors,Employed,Government,Health Care & Social Services,Employed,2,Somewhat,7,105,0
20210302211233,3,44,F,White,0,1,Poor,Elementary,Not in Labor Force,Not Applicable,Other Services,Not Employed,1,Not at all,5,630,0
20210302211236,2,80,F,White,0,1,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,9,450,0
20210302211238,3,59,M,White,0,1,Very Good,Some College,Employed,Government,Other Services,Not Employed,0,Very,9,700,0
20210302211242,2,74,M,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,511,0
20210302211244,1,85,M,White,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,7,700,0
20210302211246,1,27,F,White,0,0,Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,A Little,6,295,465
20210302211249,3,49,M,White,0,0,Fair,Bachelors,Employed,Private,Information,Not Applicable,0,Not at all,7,210,0
20210302211250,3,42,F,White,0,0,Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,2,A Little,7,165,715
20210302211252,1,71,F,White,244,0,Excellent,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,465,0
20210302211255,1,64,F,White,1,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,310,0
