INJ_BODY_PART,NARRATIVE
FINGER(S),IE driving mantrip end shift notice uneven bottom front wheel dropped steering wheel kicked jammed right hand causing injury right middle finger
SHOULDER,On March rd employee felt tightness shoulders On March th bolting second place day straightening ft fully grouted bolt felt pop piercing pain left shoulder It determined incident work related injury
MULTIPLE,While testing nip volt Dosco arc flash occurred causing flash burns employees hands minor burns face He seen ER given silvadene dressing referred another doc He seen Reno told remain work physical therapy required
EYE(S),Moving debris piece wire hit eye A cable hit glasses
FINGER(S),Employee straightening piece metal hammer hit left thumb made gash
ANKLE,EE stepped piece loose material causing left ankle turn causing bad sprain
BACK,While operating dozer employee back rock jarred back
FINGER(S),Injury moving manlift position manlift basket caught onto instrument box The boom swung around finger smashed manlift basket drain valves bottom heater The resulting injury fractured lacerated finger required medical treatment lost time
ANKLE,walking around plant twisted left ankle Employee taken Emergency Room put crutches twisted ankle He miss days work placed office work Did report Workmans Compensation Bill pain company
MULTIPLE,Employee walking around miner miner trimming crushed tail boom rig His injuries midsection left leg bruising
KNEE,Employee getting chair foot twisted knee gave fell onto concrete floor felt extreme pain right knee He evaluated ER set see specialist Full Release given
FINGER(S),Emp raising lid battery let cool latch hold lid secured fell crushed middle finger right hand Emp taken ER
KNEE,Climbing kitchen Fletcher roof bolter twisted right knee originally diagnosed sprain But got worse time surgery repair knee
SHOULDER,Employee removing belt structure felt strain shoulder employee released full duty wo restrictions receive physical therapy PPE factormining equipment factormining systems factor compliance rulesregs factor miner proficiency may factor
KNEE,Employee slipped snowy icy ground twisted left knee
HAND,Employee helping move kiln rig brick fell pallet landed right hand Fracture middle index fingers
MULTIPLE,Employee shoveling along belt tail piece coal rock rib rolled striking left leg lower back Employee works Superior Elite Coal Services
FINGER(S),EE working batteries Joy Ram Car lid raised The lid came loose fell left ring finger EE went nurses station site sent xrays found fractured EE returned work next shift went Orthopedics Associates set EE returned work next shift
SHOULDER,A PIECE OF WATER LINE FELL TWO FEET AND STRUCK EMPLOYEE ON THE SHOULDER CAUSING BRUISING
FINGER(S),The employee owner lifting rock onto small flatbed trailer When laying rock slipped employee caught finger tip finger nail Conditions dry equipment involved
BACK,EE dragging piece mine curtain approx length became entangled CM cable water line EE curtain shoulder curtain caught cable waterline caused EE come sudden stop twisting back
KNEE,Employee walking Raw Mill Deck grease gun left hand He started fall grabbed handle empty tool cart right hand It tipped letting fall right knee
BACK,The man walking section conducting examination felt pain back
FINGER(S),Main door bus locked employee tried enter bus emergency door approximately feet ground The employee slipped cut left index finger He seen ER laceration stitched Released full duty
FINGER(S),Employee installing roof bolt strap support V beam set As holding strap place started drilling hole steel kicked back pinching middle finger V beam This caused cut middle finger right hand required stitches
SHOULDER,Employee moving tin shed felt pop right shoulder Reportable lost time injury due surgery
HAND,Miner assisting replacement conveyor belt holding guard fellow miner removed He planned let guard drop straight angled towards conveyor pinched hand guard conveyor It smashed pinky lacerated index finger right hand
KNEE,While unclogging plugged drain slurry ditch employee slipped landed knee
FINGER(S),Placing expanded metal slipped hand cutting ees finger
KNEE,Employee using utility knife open tube caulk While cutting tip tube knife came cut knee Was taken IU Health Clinic given stitches returned work
MULTIPLE,Employee filed cumulative trauma claim Kentucky Labor Cabinet THERE ARE NO ACCIDENTS ASSOCIATED WITH THIS CLAIM
SHOULDER,Employee splitting layers Sandstone ledge hammer He developed discomfort worsened next couple days
BACK,He removing rock dust hose along beltline C section felt pain back His physician report indicates degenerative changes lumber spine Please consider case occupational illness due repeated trauma
KNEE,Miner moving pump entry entry twisted right knee He seek medical attention
EYE(S),Employee got something left eye cutting spare D push arm
BACK,EE felt pain low back sliding belt cutter belt Did receive diagnosis injury
SHOULDER,Employee attempting open gate bottom rail car The gate stuck residual materials external sources addition whether freezing mark The EE attempted put normal force bar opens gate gate opened employee lunged forward left injuring causing pain left shoulder
BACK,EE operating box erector putting empty box machine While EE felt sharp pain lower back region The doctor put restrictions lifting pounds Jan th thus constituting MSHA reportable accident
BACK,Miner shoveling fine ore conveyor belt experienced back pain activities Miner reported prior Non work related injury supervisor incident
BACK,Employee moving firewood part site cleanup felt sharp pain back leg
BACK,While stepping landing onto fixed ladder employee missed stepping first rung simultaneously losing grip ladders handhold He fell approximately feet ground landing feet
HAND,Employee assisting replacing bucket lip As putting edge underside bucket could welded one end fell pinched employees right hand edge cement pad
EYE(S),He walking another employee cutting piece metal A small pieces metal went eye
KNEE,EE working dust belt tail pulley slate bar slipped hit knee adjustment thread He continued working shift finished
BACK,Employee coworker lifting belt clamp weighed approximately lbs employee felt pain lower back
